# gs_idx, es_idx, energy, intensity
2 1 -8.8388e-03 2.3193e-05
2 2 0.0000e+00 7.7193e-03
2 3 8.8388e-03 2.8966e-05
2 4 1.7678e-02 2.8933e-08
2 9 2.5163e+00 1.3448e-07
2 10 2.5252e+00 4.7620e-05
2 11 2.5340e+00 1.6961e-07
10 1 -2.4194e+00 1.2285e-07
10 2 -2.4105e+00 4.0740e-05
10 3 -2.4017e+00 1.5492e-07
10 9 1.0580e-01 2.2095e-05
10 10 1.1464e-01 7.7149e-03
10 11 1.2348e-01 2.7595e-05
10 12 1.3233e-01 2.6277e-08
0 0 2.3648e-03 -1.0067e-08
1 0 -7.6564e-03 -4.0211e-08
1 1 1.1824e-03 -2.2960e-05
1 2 1.0021e-02 -6.8839e-08
1 9 2.5264e+00 -1.4159e-07
3 2 -1.0021e-02 -1.0742e-07
3 3 -1.1824e-03 -2.8595e-05
3 4 7.6564e-03 -1.1454e-07
3 11 2.5240e+00 -1.7644e-07
4 4 -2.3648e-03 -2.8552e-08
9 9 1.1582e-01 -1.2270e-07
11 11 1.1346e-01 -1.5141e-07
2 0 -2.6517e-02 1.0135e-08
2 1 -1.7678e-02 2.3193e-05
2 2 -8.8388e-03 7.7193e-03
2 3 0.0000e+00 2.8966e-05
2 4 8.8388e-03 2.8933e-08
2 9 2.5075e+00 1.3448e-07
2 10 2.5163e+00 4.7620e-05
2 11 2.5252e+00 1.6961e-07
10 1 -2.4282e+00 1.2285e-07
10 2 -2.4194e+00 4.0740e-05
10 3 -2.4105e+00 1.5492e-07
10 9 9.6964e-02 2.2095e-05
10 10 1.0580e-01 7.7149e-03
10 11 1.1465e-01 2.7595e-05
10 12 1.2349e-01 2.6277e-08
1 1 -7.6564e-03 -2.1491e-08
3 1 -2.7699e-02 -2.1422e-08
3 2 -1.8860e-02 -2.8595e-05
3 3 -1.0021e-02 -7.6119e-03
3 4 -1.1824e-03 -3.0490e-05
3 5 7.6564e-03 -2.8557e-08
3 10 2.5063e+00 -1.6584e-07
3 11 2.5152e+00 -4.6969e-05
3 12 2.5240e+00 -1.7856e-07
4 3 -2.0042e-02 -1.2215e-07
4 4 -1.1204e-02 -3.0493e-05
4 5 -2.3648e-03 -1.1453e-07
4 12 2.5140e+00 -1.8819e-07
5 5 -1.2386e-02 -2.8579e-08
11 3 -2.4206e+00 -2.1210e-07
11 10 9.5784e-02 -1.4380e-07
11 11 1.0462e-01 -4.0160e-05
11 12 1.1347e-01 -1.5333e-07
12 12 1.0345e-01 -1.6149e-07
2 0 -3.5355e-02 1.0135e-08
2 1 -2.6517e-02 2.3193e-05
2 2 -1.7678e-02 7.7193e-03
2 3 -8.8388e-03 2.8966e-05
2 4 0.0000e+00 2.8933e-08
