# gs_idx, es_idx, energy, intensity
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
28 21 -8.7826e-02 -2.2915e-08
28 28 -7.8988e-02 -1.6176e-06
28 36 -7.0149e-02 -2.2913e-08
36 28 -8.9009e-02 -1.6186e-06
36 36 -8.0170e-02 -1.1432e-04
36 43 -7.1331e-02 -1.5614e-06
36 100 2.4450e+00 -7.0640e-07
43 36 -9.0191e-02 -2.1330e-08
43 43 -8.1352e-02 -1.5639e-06
43 49 -7.2514e-02 -1.9767e-08
100 100 3.4480e-02 -6.0377e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
29 22 -8.7826e-02 -1.2980e-08
29 29 -7.8988e-02 -1.2261e-06
29 37 -7.0149e-02 -1.2979e-08
37 29 -8.9009e-02 -1.2268e-06
37 37 -8.0170e-02 -1.1594e-04
37 44 -7.1331e-02 -1.1688e-06
37 101 2.4450e+00 -7.1611e-07
44 37 -9.0191e-02 -1.1786e-08
44 44 -8.1352e-02 -1.1707e-06
44 50 -7.2514e-02 -1.0617e-08
101 101 3.4480e-02 -6.1215e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
30 30 -7.8988e-02 -8.8369e-07
38 30 -8.9009e-02 -8.8422e-07
38 38 -8.0170e-02 -1.1734e-04
38 45 -7.1331e-02 -8.2558e-07
38 102 2.4450e+00 -7.2453e-07
45 45 -8.1352e-02 -8.2691e-07
102 102 3.4480e-02 -6.1941e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
31 31 -7.8988e-02 -5.9356e-07
39 31 -8.9009e-02 -5.9392e-07
39 39 -8.0170e-02 -1.1852e-04
39 46 -7.1331e-02 -5.3473e-07
39 103 2.4450e+00 -7.3162e-07
46 46 -8.1352e-02 -5.3558e-07
103 103 3.4480e-02 -6.2552e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
32 32 -7.8988e-02 -3.5828e-07
40 32 -8.9009e-02 -3.5849e-07
40 40 -8.0170e-02 -1.1947e-04
40 47 -7.1331e-02 -2.9886e-07
40 104 2.4450e+00 -7.3733e-07
47 47 -8.1352e-02 -2.9933e-07
104 104 3.4480e-02 -6.3044e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
33 33 -7.8988e-02 -1.7995e-07
41 33 -8.9009e-02 -1.8005e-07
41 41 -8.0170e-02 -1.2019e-04
41 48 -7.1331e-02 -1.2008e-07
41 105 2.4450e+00 -7.4163e-07
48 48 -8.1352e-02 -1.2027e-07
105 105 3.4480e-02 -6.3416e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
0 64 2.4545e+00 7.4555e-07
64 0 -2.4813e+00 6.3801e-07
64 64 4.3918e-02 1.2092e-04
64 65 5.2759e-02 4.0258e-07
34 34 -7.8988e-02 -6.0162e-08
42 34 -8.9009e-02 -6.0198e-08
42 42 -8.0170e-02 -1.2067e-04
42 106 2.4450e+00 -7.4452e-07
106 106 3.4480e-02 -6.3665e-07
0 0 -7.9550e-02 1.2101e-04
0 1 -7.0711e-02 4.2258e-07
0 64 2.4456e+00 7.4555e-07
64 0 -2.4901e+00 6.3801e-07
64 64 3.5079e-02 1.2092e-04
64 65 4.3920e-02 4.0258e-07
36 28 -9.7848e-02 -2.2107e-08
36 36 -8.9009e-02 -1.5614e-06
36 43 -8.0170e-02 -2.1326e-08
43 36 -9.9030e-02 -1.5639e-06
43 43 -9.0191e-02 -1.1467e-04
43 49 -8.1352e-02 -1.4493e-06
43 107 2.4350e+00 -7.0861e-07
49 43 -1.0021e-01 -1.8323e-08
49 49 -9.1374e-02 -1.4531e-06
49 54 -8.2535e-02 -1.6146e-08
107 107 2.4462e-02 -6.0567e-07
0 0 -7.9550e-02 1.2101e-04
0 1 -7.0711e-02 4.2258e-07
0 64 2.4456e+00 7.4555e-07
64 0 -2.4901e+00 6.3801e-07
64 64 3.5079e-02 1.2092e-04
64 65 4.3920e-02 4.0258e-07
37 29 -9.7848e-02 -1.2368e-08
37 37 -8.9009e-02 -1.1688e-06
37 44 -8.0170e-02 -1.1783e-08
44 37 -9.9030e-02 -1.1707e-06
44 44 -9.0191e-02 -1.1629e-04
44 50 -8.1352e-02 -1.0546e-06
44 108 2.4350e+00 -7.1835e-07
50 50 -9.1374e-02 -1.0573e-06
108 108 2.4462e-02 -6.1407e-07
0 0 -7.9550e-02 1.2101e-04
0 1 -7.0711e-02 4.2258e-07
0 64 2.4456e+00 7.4555e-07
64 0 -2.4901e+00 6.3801e-07
64 64 3.5079e-02 1.2092e-04
64 65 4.3920e-02 4.0258e-07
38 38 -8.9009e-02 -8.2558e-07
45 38 -9.9030e-02 -8.2691e-07
45 45 -9.0191e-02 -1.1769e-04
45 51 -8.1352e-02 -7.0940e-07
45 109 2.4350e+00 -7.2679e-07
51 51 -9.1374e-02 -7.1124e-07
109 109 2.4462e-02 -6.2135e-07
0 0 -7.9550e-02 1.2101e-04
0 1 -7.0711e-02 4.2258e-07
0 64 2.4456e+00 7.4555e-07
64 0 -2.4901e+00 6.3801e-07
64 64 3.5079e-02 1.2092e-04
64 65 4.3920e-02 4.0258e-07
39 39 -8.9009e-02 -5.3473e-07
46 39 -9.9030e-02 -5.3558e-07
46 46 -9.0191e-02 -1.1888e-04
46 52 -8.1352e-02 -4.1693e-07
46 110 2.4350e+00 -7.3389e-07
52 52 -9.1374e-02 -4.1801e-07
110 110 2.4462e-02 -6.2747e-07
0 0 -7.9550e-02 1.2101e-04
0 1 -7.0711e-02 4.2258e-07
0 64 2.4456e+00 7.4555e-07
64 0 -2.4901e+00 6.3801e-07
64 64 3.5079e-02 1.2092e-04
64 65 4.3920e-02 4.0258e-07
40 40 -8.9009e-02 -2.9886e-07
47 40 -9.9030e-02 -2.9933e-07
47 47 -9.0191e-02 -1.1983e-04
47 53 -8.1352e-02 -1.7976e-07
47 111 2.4350e+00 -7.3962e-07
53 53 -9.1374e-02 -1.8022e-07
111 111 2.4462e-02 -6.3241e-07
0 0 -7.9550e-02 1.2101e-04
0 1 -7.0711e-02 4.2258e-07
0 64 2.4456e+00 7.4555e-07
64 0 -2.4901e+00 6.3801e-07
64 64 3.5079e-02 1.2092e-04
64 65 4.3920e-02 4.0258e-07
41 41 -8.9009e-02 -1.2008e-07
48 41 -9.9030e-02 -1.2027e-07
48 48 -9.0191e-02 -1.2055e-04
48 112 2.4350e+00 -7.4394e-07
112 112 2.4462e-02 -6.3614e-07
0 0 -8.8388e-02 1.2101e-04
