# gs_idx, es_idx, energy, intensity
26 30 -5.2794e-02 -8.3637e-07
26 58 2.4636e+00 -2.9486e-06
27 27 -6.1587e-02 -2.2615e-07
30 30 -6.2815e-02 -8.3896e-07
58 26 -2.4722e+00 -1.3325e-08
58 58 5.3022e-02 -2.5211e-06
0 0 -5.6022e-02 4.8439e-04
0 1 -5.4548e-02 2.2931e-07
0 2 -5.4507e-02 2.5021e-07
0 4 -4.7183e-02 8.4573e-07
0 32 2.4692e+00 2.9862e-06
32 0 -2.4666e+00 2.5557e-06
32 32 5.8616e-02 4.8400e-04
32 33 6.0089e-02 2.3462e-07
32 34 6.0132e-02 2.4414e-07
32 36 6.7457e-02 8.0563e-07
23 23 -6.1878e-02 -1.4292e-06
25 25 -6.3070e-02 -2.4672e-07
26 26 -6.3106e-02 -2.2616e-07
27 23 -7.1899e-02 -1.4322e-06
27 25 -6.4576e-02 -2.4672e-07
27 26 -6.4534e-02 -2.2615e-07
27 27 -6.3060e-02 -4.7766e-04
27 31 -5.4221e-02 -8.3637e-07
27 59 2.4621e+00 -2.9486e-06
31 31 -6.4243e-02 -8.3896e-07
59 27 -2.4736e+00 -1.3325e-08
59 59 5.1594e-02 -2.5211e-06
0 0 -6.1872e-02 4.8439e-04
0 1 -6.0398e-02 2.2931e-07
